"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"28579","728.183","Master_0xaf9aab24","LE 1M","ATT","12","94696\302\265s","0","0","False","8128","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28582","728.230","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8129","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28584","728.278","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8130","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28589","728.420","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","8133","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28592","728.468","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8134","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28601","728.705","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8139","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28604","728.753","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8140","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28606","728.800","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8141","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28611","728.943","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8144","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28614","728.990","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8145","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28624","729.228","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","8150","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28627","729.275","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8151","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28633","729.465","Master_0xaf9aab24","LE 1M","ATT","12","47423\302\265s","1","1","False","8155","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28635","729.513","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","8156","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28638","729.513","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8156","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28647","729.750","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8161","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28649","729.798","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","8162","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28652","729.798","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8162","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28658","729.988","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8166","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28661","730.035","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8167","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28670","730.226","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","0","0","False","8171","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28673","730.273","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8172","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28679","730.510","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8177","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28682","730.558","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8178","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28684","730.605","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8179","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28689","730.748","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8182","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28692","730.795","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8183","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28698","730.985","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","8187","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28701","731.033","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8188","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28711","731.271","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8193","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28714","731.318","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8194","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28716","731.365","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8195","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28718","731.413","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8196","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28721","731.508","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8198","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28724","731.556","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8199","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28731","731.745","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","8203","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28734","731.793","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8204","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28742","732.030","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8209","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28745","732.078","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8210","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28752","732.268","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8214","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28754","732.315","Master_0xaf9aab24","LE 1M","ATT","12","47098\302\265s","1","1","False","8215","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28757","732.316","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8215","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28765","732.506","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","0","0","False","8219","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28768","732.553","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8220","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28777","732.790","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8225","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28780","732.838","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8226","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28787","733.028","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8230","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28790","733.076","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8231","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28798","733.313","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8236","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28801","733.361","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8237","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28808","733.550","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8241","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28811","733.598","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8242","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28817","733.788","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8246","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28818","733.835","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","1","1","False","8247","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28821","733.883","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8248","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28827","734.073","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8252","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28829","734.120","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","8253","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28832","734.121","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8253","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28839","734.310","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","8257","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28843","734.406","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8259","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28848","734.548","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","8262","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28851","734.596","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8263","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28860","734.833","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8268","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28864","734.928","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8270","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28871","735.071","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","8273","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28873","735.118","Master_0xaf9aab24","LE 1M","ATT","12","46636\302\265s","1","1","False","8274","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28876","735.119","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8274","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28883","735.308","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8278","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28884","735.356","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","0","0","False","8279","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28887","735.403","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8280","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28893","735.593","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8284","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28896","735.641","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8285","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28902","735.831","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8289","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28903","735.878","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","0","0","False","8290","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28906","735.926","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8291","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28913","736.116","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8295","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28915","736.163","Master_0xaf9aab24","LE 1M","ATT","12","47096\302\265s","1","1","False","8296","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28918","736.164","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8296","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28924","736.353","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8300","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28927","736.401","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8301","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28936","736.591","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","8305","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28939","736.638","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8306","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28948","736.876","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8311","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28951","736.923","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8312","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28953","736.971","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8313","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28959","737.114","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","8316","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28962","737.161","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8317","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28968","737.351","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8321","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28971","737.398","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8322","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28980","737.636","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8327","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28983","737.683","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8328","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"28991","737.874","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8332","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"28994","737.921","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8333","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29003","738.158","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8338","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29005","738.206","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8339","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29012","738.396","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8343","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29013","738.443","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","0","0","False","8344","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29016","738.491","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8345","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29022","738.634","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8348","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29026","738.728","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8350","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29035","738.966","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","8355","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29038","739.013","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8356","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29044","739.156","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","0","0","False","8359","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29046","739.203","Master_0xaf9aab24","LE 1M","ATT","12","46635\302\265s","0","0","False","8360","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29049","739.204","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8360","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29056","739.393","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8364","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29059","739.441","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8365","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29068","739.678","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8370","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29072","739.774","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8372","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29077","739.916","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8375","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29080","739.964","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8376","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29089","740.201","Master_0xaf9aab24","LE 1M","ATT","13","47193\302\265s","0","0","False","8381","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29094","740.344","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8384","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29097","740.438","Master_0xaf9aab24","LE 1M","ATT","13","47193\302\265s","1","1","False","8386","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29100","740.486","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8387","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29102","740.534","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8388","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29109","740.723","Master_0xaf9aab24","LE 1M","ATT","13","47193\302\265s","0","0","False","8392","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29112","740.771","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8393","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29120","740.961","Master_0xaf9aab24","LE 1M","ATT","13","151\302\265s","0","0","False","8397","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29123","741.009","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8398","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29129","741.198","Master_0xaf9aab24","LE 1M","ATT","13","47192\302\265s","0","0","False","8402","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29132","741.246","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8403","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29142","741.483","Master_0xaf9aab24","LE 1M","ATT","13","47194\302\265s","0","0","False","8408","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29144","741.531","Master_0xaf9aab24","LE 1M","ATT","13","47089\302\265s","0","0","False","8409","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff03090814",""
"29147","741.532","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8409","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29155","741.721","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8413","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29158","741.769","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8414","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29167","742.006","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8419","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29170","742.054","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8420","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29176","742.243","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8424","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29179","742.291","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8425","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29187","742.528","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8430","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29190","742.576","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8431","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29197","742.766","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8435","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29200","742.814","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8436","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29209","743.051","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8441","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29212","743.099","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8442","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29221","743.336","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","8447","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29224","743.384","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8448","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29229","743.526","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8451","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29232","743.574","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8452","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29240","743.811","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8457","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29242","743.859","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","8458","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29245","743.859","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8458","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29252","744.049","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8462","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29255","744.096","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8463","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29264","744.334","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8468","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29267","744.381","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8469","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29274","744.571","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8473","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29276","744.619","Master_0xaf9aab24","LE 1M","ATT","12","47096\302\265s","0","0","False","8474","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29279","744.619","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8474","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29288","744.856","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","8479","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29291","744.904","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8480","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29298","745.094","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8484","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29300","745.141","Master_0xaf9aab24","LE 1M","ATT","12","47096\302\265s","1","1","False","8485","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29303","745.142","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8485","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29310","745.331","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8489","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29313","745.379","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8490","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29324","745.617","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","0","0","False","8495","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29328","745.711","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8497","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29333","745.854","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8500","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29335","745.901","Master_0xaf9aab24","LE 1M","ATT","12","47096\302\265s","0","0","False","8501","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
